aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330545910.avi_image0.png;stop;862.0;104.0;916.0;158.0;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2667.0;stop_1330545910.avi;2.0
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330545910.avi_image0.png;speedLimitUrdbl;425.0;197.0;438.0;213.0;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2667.0;stop_1330545910.avi;2.0
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330545910.avi_image2.png;speedLimit25;469.0;189.0;483.0;207.0;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2677.0;stop_1330545910.avi;12.0
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/speedLimit_1330545914.avi_image6.png;speedLimit25;511.0;191.0;530.0;213.0;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2759.0;speedLimit_1330545914.avi;44.0
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/speedLimit_1330545914.avi_image15.png;speedLimit25;551.0;191.0;572.0;216.0;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2822.0;speedLimit_1330545914.avi;107.0
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/speedLimit_1330545914.avi_image18.png;speedLimit25;610.0;183.0;632.0;210.0;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2843.0;speedLimit_1330545914.avi;128.0
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/speedLimit_1330545914.avi_image20.png;speedLimit25;668.0;175.0;692.0;203.0;0,0;aiua120214-0/DataLog02142012_external_camera.avi;2857.0;speedLimit_1330545914.avi;142.0
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image2.png;pedestrianCrossing;338.0;175.0;367.0;203.0;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3269.0;pedestrianCrossing_1330545944.avi;16.0
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image9.png;pedestrianCrossing;373.0;188.0;402.0;217.0;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3318.0;pedestrianCrossing_1330545944.avi;65.0
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image10.png;pedestrianCrossing;373.0;189.0;402.0;218.0;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3325.0;pedestrianCrossing_1330545944.avi;72.0
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330545944.avi_image21.png;pedestrianCrossing;605.0;199.0;640.0;234.0;0,0;aiua120214-0/DataLog02142012_external_camera.avi;3402.0;pedestrianCrossing_1330545944.avi;149.0
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image23.png;pedestrianCrossing;359.0;217.0;391.0;250.0;0,0;aiua120214-0/DataLog02142012_external_camera.avi;5138.0;pedestrianCrossing_1330546021.avi;232.0
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/pedestrianCrossing_1330546021.avi_image28.png;pedestrianCrossing;591.0;177.0;638.0;224.0;0,0;aiua120214-0/DataLog02142012_external_camera.avi;5188.0;pedestrianCrossing_1330546021.avi;282.0
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/stop_1330546076.avi_image2.png;stop;766.0;172.0;809.0;217.0;0,0;aiua120214-0/DataLog02142012_external_camera.avi;6200.0;stop_1330546076.avi;12.0
aiua120214-0/frameAnnotations-DataLog02142012_external_camera.avi_annotations/speedLimit_1330546092.avi_image3.png;speedLimit35;784.0;176.0;810.0;208.0;0,0;aiua120214-0/DataLog02142012_external_camera.avi;6550.0;speedLimit_1330546092.avi;17.0
